from,to,value,fee
17UrhjrrPsWtXMyoVbrtdfRiS8csVk4MKQ,3QoFSmPEV6xr6Q9S2w1re3GSTPYgoMSb4J,141652,26668
13wz5sSpiXKYxM7FaPWeWLZPPC4BeB3h6U,1MUtgAFoHRiq4trej9GyudkZ3Lcn3yvCQw,30122,26668
1KVHQZphK5yf1pbxiHBVqJFkXYJoc1ZcCK,31qyrvwK4HYjMNKHM8v7nVadFBPUqnRgKa,170598,26668
1JHCRiut1U2rDy6DDSGqRAJMf4YW1u3Qa1,1Bo8yJeuuabMugGqKgZMo5gon6mqPsCZk9,12429,26668
14wMnkCU5C3aHS1fG3ixZ8CfqcfHg8KsRW,1Cxi7nvbqTx1nuUqx3cN9C51SahNkU55wn,301229,26786
1EwqWZXRFASeP4qiQ4GAg1thGAPc48iowf,1JbfkepK98S1xUNf5DeQmBXKD3DPtym9Pd,147771,26786
1KSnFfPs1QhAmacVqDQPgVR92EYDURccEa,1LKLQ5BH2Z5CR8D5p3cF1K1RwbN2hhBMYa,155055,26786
37n24TdmyJLwSpXrXvxhVgPG5UUW55wvQZ,3P3SQRML95dMpvnLHqxECf7yCyPXkDkyoY,56400,20000
363MD6EYcXx1BzdFWV2DsjsoJ7TawjWmio,3BAH5EGWLvoNcgejtkCdK3vFHNL76Mwjjt,48000,20000
35nBJU7XcCJcZiBoWBTW3D3JwPq49kSABV,3GjR7Xjoxs8io8CjKwYTmH532cDBWx95Ja,282900,20000
3CtyYKtVwpGFZ9MYQ1YqPkAhDigLKhK2R7,3AjTZJeNZVztex1WErkh9NnjmeD8cepsm4,101000,20000
39NQM7AXaCxPeGiZZsVoV6W1YtVHi8bEb1,3FZcJY7KtYnmjGMNiwWmzbEJdeW3Cdep13,52600,20000
1E9MHiaRTvjBQYejrCUnnmQoNTV2bhQ6oo,172KxgrZ9YDanbrizH1pLyWRsVVsLbCMVV,516106,24300
1JjDfYTyTDo4dbYMDzxiLpLDJk36J8RzSV,151tZR4NJKUn5xWVcegbrgPuffLkRFrU7G,607882,29250
bc1qvlle55ways9ydgqy4jh09xrx89rlf5sktxzq24,3LvaDo2U5g8HxZWn9nAhonGphb5ygwRzTT,6026722,13205
1TbG6nvRHP6m5XnR23j9dSUwpnE9MSWRA,36a586anmrnua2iGGWzLT5xEv4RrsB1YHY,183388,22602
bc1q9p0h7xsvh7c0nscz4lxgr6jf0umnf4uzu530h8,3QdhdwscK79GuNuFPuuxTZcQsAJ79ZFCGe,30764000,130000
33qtWF2JpdDotatxPR4M9cBWrjHoYed79E,bc1qwk8w3ge3xzkxlpgefvw0vy9z8mjhxpxjq8z6u854pdp9g3dqtpsse35tz2,9617,148280
1PYvevfd2UuBGxPsGuVeAvAQTUPXXXv3jB,1CAoJKDh11Tqrg5D2LoLeZDL5NDurB34kH,451650,22148
1CAoJKDh11Tqrg5D2LoLeZDL5NDurB34kH,1Di1CoHur1CQtSUUB4K6tFKh9qbs9BKx75,69151,31099
bc1qjuuxtx209pj7r8pprcq34h6lp8m8n2k8kyf4yh,3Pb9FpdXw1dNghA5QTn4NcCajVzw75QjtT,401928,16867
17WtFstF4dr1mk9dB7zryVf8yjmiUAqA8T,1L8gbHkUw1Mt9B916YQpKa1PvFXriYWwKS,155021,26579
16aL7RY2SX1ksTG9sd8qY5wJuh22tTknWd,1AiUNJrs4WG1CPrse4acvwntnVkHCoSCSH,2609,44132
1CjacK2tazfTLGdB3d5aFaa7VA5akbTwfR,34mzvqo2HPdZAD6XL2ErhhZfK4u15cbcA7,257307,22538
1HBKBrqMuCUQtY4hYLAzDU3aYhPz82bsDf,3LASfJ7sWYCiko2kXVD14VSSeCkr4pj7kB,172819,22538
13Xzdjk7d2JmhpkB1SdEEyZ6j7wLzTvq58,31qtS3a9bjkQaTry3fTragxAaf57SB8rYp,11962462,22538
1KJRCbokt7XH9UkEebKefSU4ky5ptPsPi3,3KncRGdEiMsan33XsmFd9X7uE2jVghBq2Y,1701795,92512
38pM9pSV77pUHktdXVMGfeZgpQtsGmJ9VN,1N7wadp3AYyf7ZPF9wwxc3ETbtk1dJXHLs,61392,24544
1Cwg1mhPFEBYNNjTg4ZbzmbG49XoMsh2Lb,13wojQi1FpzcHftSJHDMUynBCYm5zMDG1S,1276,26668
1LVZgdKGwjBp4zqRvCbbwasHmSf9uUmeQK,1Dtfo7fJ77Lbi3e2D3pQurptZcf1K6gGRa,1103857,26668
1ExW9yhzs6LsLJjzo4DCcmHxj9ebrriG5H,1PkoP6RHeBawqtRfBG3ZqyAJWFvuYigrkq,203622,26668
1MJJLrCqT6nYUXohK1QAMh6tAa78S2rLkC,16zmCjk8FcBD9QZP6QJvXvxU1hoGq6doA5,302409,26668
1HAGvHHCnihCHCKMkooz9czTFiztpvdAVx,1FeZste6An1wCu6EE2JfWtPf4GpuKh8muC,41860,26668
1NGT1WSmXSKoWosbe9NDjLLvTJU5x82Rxw,18Hj3j3VAnx6jsew731Lh4creJZU2xABMh,401638,26668
113HFjJx149FqpJeRDbZ5VZj5QiERey1iU,1L1G1QYZuvYDpKgJikzTH6FTMgVwnx3jbw,100429,26668
1JZcx3BjTGaFbtwHc6kpWw2NnYLKDH4Rvd,1BPQFFTRAzSrjdLXXYjcpaGMJx2Yj1ebY9,41278,26786
12WvNcpu4LhH3B5WV99gdioYc5udS2wAAB,1JWxW4ieBAw3mBnrLtsUzNLjmpqF2Udbo2,211680,26786
1KEvHxvsdHn1TuEW482QebSPyY2tfLqKyP,1AKoLj7CqgXxbPbZzYVGdr6qZyRF3FNaCg,553681,113988
bc1quzdhjhcyy9q99g7atvhs9rjdylq32pwcukjz9s,128Mq6CeYdfXDRZJXBH6rrtnPFJhz9ETFd,4795860,17412
bc1qf88kpxfk2u7hvf4m4nt3acljad7sgnkm40a38f,3A3ojArJ26kcayrhDJhR61SpQv1EQksC3w,959938,13147
3M9pEn12BZE5RVEZC4eJusGHcgxk5VA4kh,3HtnMQgTKZJZuNPz4Jkg93ZcaFUfJMZZMr,2432924,19656
1MsYcfrbxXnzLf7ofgmPtdwyCpCEfRV2Np,1JXJUDggTA5jMXBdPBz3r86mam3CkWWoTx,4909709,22610
1GBpA6Vr9FCeMX4EFoSkngpYpJ3LSd5xPe,1NKtQh1sKUBpB8PrkcaugBVmh49BgpTqiC,2049866,22600
3PGjo3thcH5KfHnXnpJF1odaZzdvxVzUjm,34tbdPhCKfGPECSHnhZBkTxWpbpV1rmURa,128300,30276
3Pfw8u9mekPVymKmgRXS8v3uywGN5vnf6V,3MLJFfih9FWKqFkZAMGKTy7FTHitfJKkdr,1764097,19632
1EuKZE3LpfCvw83gd2baBJRfeasoQ275nC,15Ehv9y2Xgm32DSXpxhtK68bGGBuxsdWxv,2757953,22826
1B9Fx3sb9m6iAzxv6cPA711cpymH75QKKS,15Ehv9y2Xgm32DSXpxhtK68bGGBuxsdWxv,6394991,22826
1B9Fx3sb9m6iAzxv6cPA711cpymH75QKKS,16Sg9Tp1eT4aeUDyA7PS1odYxfzUyyPbBQ,4478818,24408
16Sg9Tp1eT4aeUDyA7PS1odYxfzUyyPbBQ,3N1pAjgFuEBxRFq36nhkocwZstvCiipTyb,217327,36160
13cPftaQHpDpwd7AyTvfWng3Kxsxi6UMNk,13jZP8zsRzWMPV1nJe2mPJC3gpCcJyNeTf,1760345,5157
17eDmyxcF2uLLF8nskydRgogkd9xRHpX91,1KMKj2QZLQEp2JL2H57in5tj75TvrQ7gfE,366827,103886
1KMKj2QZLQEp2JL2H57in5tj75TvrQ7gfE,1FD1xpUhbTkLRLdUesnzVQahWZirrU3bRs,334283,32544
bc1q72u9yamssc7neygrv3qs36umrmzrkyv477tjmx,bc1qultndvkmsycu87f4rkjslueet2d0tx7l54ynm2,1587020,12980
15qXAWpmbT2Hnsf9JeSAsLkWERapgnxkNs,1Du8hHuKUZrdSySdtfcnsmo6N8s9CnBYCX,200819,26668
bc1q4egsuthafjc7xzwfs9cpa20zvr3hwxul99al4w,bc1qlw5xca8uv62emsatujxj8n6lhp90pfa7lg9rls,1086314,16992
1B2ExWa7pt2KZQbgLQzc2pKy2hrYo2SLTJ,1BMdvCMeddKwpUXn8bAUdC77N7M28bqtKS,76609,44132
19PXum4BofZVPtuoPb5mXE9g9ZvJEN5abm,17vJw51y5AzcuQALS5Ai4gytTNxVq84cwU,100409,26668
1Gzoyjm9du9Nmu8wWkjm3yup8ebytepqKV,3L47PcnrpTRoEcP7X8L7MVx5YAceYU5fAX,42337,26314
35pzBkJPA1SZP1fBqzL4bqtn7urUcM2C5G,3GsXqoZmTrVwmXzTDuY7nuFDRfXKs69zaG,67671,14355
33finP2BuQqwW4EDLQtWwxzRD8WBiLUpAA,1JBKeh69omuWnk6UaMf4kMXL8PtfK8pdzB,171110,25050
14dEUiQheeAMCFXUY9mbAgTAW2dF3xntUK,3GDQRxZBYwaRDcXgk9p7QXUqCSjSpKWCam,205641,25337
14dEUiQheeAMCFXUY9mbAgTAW2dF3xntUK,19X45mMAoqtfMigBjTZUY8KVzaQxxkPDNo,816838,27671
1G47mSr3oANXMafVrR8UC4pzV7FEAzo3r9,1G47mSr3oANXMafVrR8UC4pzV7FEAzo3r9,284272,26261
17nC1y6kQPUj3M52c71STXLVqUeAyahh1b,134P3GYXjYN3Nry2LV3DFTNKpw8R6B6Zbh,87219,26260
1AE8toLZ4bhbfbuBh19U7fTrXCJTkvpdZF,3FfKF94qSmPdoBEiZE9cfuhLNLNY5KsCir,181445,39681
12o3f578xWpyFZDd7miWEdqshjAGjhT12y,3BeA5c6rApugiCvQdqxjCpkcxbRPch4dTH,21485,23638
1G1A5LtYguR64ijF18eGdLZ3vHJM5JdtyG,36auK5VUr71RVvutAJPLHqSf4Agor4Sufa,34808,24530
13kVt9rdz2GRfxTa9Ahq2EdqgBTPLQCZkr,3PshbwoFzfureqbXK62FhawSB4MBdoM74R,28938,25199
1PaGR5B24N9auXJSvYz2Z2JkkN4LP9DY7M,36zUQTDxXdP8uBYjFg2qcYukjq9oYSQY1f,136509,31889
1Bw4BJF5M9otaB1Dbc78YV7dU2K47rCuhq,3ARDkym1sywhqwtr1soYXfHF6oqkNJUidk,100000000,26368
1GBDoPVwCN6nhTpkEamq7CWYVH6qqphb6c,13uHPEm5nRjwVnvwq7H2ZRWiPkFynSdpXB,601119,22600
1Kp7zwSzKyX5c45u3GcQ17rZnxRFZiYJw,19nxwZwUNpozHPjUPbKhRa7mVSHBWYK8M8,3413930,43896
13BfWSmKsM8gohZH8ndzvKZiBYatcrvseX,bc1qyvqwh3wq9fpgkzzdpuv8yhu0ux6w8sm2f4fk9y,2348060,22240
33ZmFUPLgQSUBXegHhE8LvBmw4MDRsqfho,1N86WnCijk4h7V3KqcDX2VitV4LXVQHuKW,112900,20000
39ATaGq78pm9o53tGg22VCjTQikCqrSm7X,15L12Eo9MHKWuYpBwLGBHogcfmBpVANyGP,100800,20000
3PRusUkdUFqqHFZLaSraGq7tcnthRpViNE,12aKibEFkZvEBgKuBvcuDSrKpqFaCtUoGq,192000,20000
35JWmDGCGgyeyttpgaarYD3fAsterBFjLD,1NtMnz1bQWPN6pA8zYt2Pw4Rfor5WfFcqS,108000,20000
32wFRB34zoPZYaxgBfLXYVz9p1ubokhKeb,1NbBLA1QAGVVPNMLQ2Z1QKnaidt4hDCJeh,100040,15981
1GRPuEvR68RY5mWzFtCnik5DdYx5ZTDFny,18CbhMTsYPhZnUL4RGj75kwTz21JhvbcMB,40164,26550
14KUnvFxnFhZC9EUpGa9Pwv7nft8TPgaVg,1Jq1gDWnBGYRqqrt6oUPVg4FJfNUZ55rKc,225799,26550
bc1qj0xh3lheug56qmeynsu2yacuupp8tgd67d5kre,bc1qlk7kz0udtqj6vew24j682zexr29nahp9shygzl,13935884,28782
35GMdirfBw6WrkamhuTgZ3VmeMc1yDMNJd,3LtsxJBwBW57ZddNAZrF8h5h5PaK86qZdH,971595,60000
bc1qqgzzznhtfvmqu3n3ava5ex9q87t9wdvl4phu0u,bc1qjc6repmlmh4tk3mlzxp2j3wdzs8g9yzww9waw3,3605152,14513
bc1qjc6repmlmh4tk3mlzxp2j3wdzs8g9yzww9waw3,bc1q2l9c057y2hwapcp8msv38arh4695gm84cznqp7,1925217,21265
1G4qthWPwZ24sVYskLGanMN1CtRznZ5P4J,14cVqKKDF5ssyg7YBbC4YghXEX1AhzgfN9,1279735,32318
3E6FkuCMaTdNjtBCXuixtP46a1gnCeULpS,bc1qj5cjxdx82ay220ygxndmrk5g8vx057d3rxh4l5,810000,43290
bc1qh8p47zez7yacmrrkf2xsu7y8susgx5p2j7dtzm,bc1qlkrqva9rjtms9xv3sq5ptqf3hrgmw9w2y2rntj,6449453,44694
1G8T5AXUTAAjuvenkoV9xdS5JhU4KMbB45,1CW5AZgShPPZYaK9NX3sCuAJgJzuLCiZeo,137009,22148
1CW5AZgShPPZYaK9NX3sCuAJgJzuLCiZeo,1K7enUsjtVEZrtgphEF7JuWWmHubmAR3Ct,28524,30284
1G47mSr3oANXMafVrR8UC4pzV7FEAzo3r9,1EriVVm9gDptVudRNbQMT7QMNFDaLaETu9,546,30013
bc1qw0cdcftyxdqp6w308v7cchc3cdllfwvkhuf2l9,bc1qx7mk7q2jtkz5g5ttjk0nve8294uxelj2rzeazs,248053,16593
bc1qx7mk7q2jtkz5g5ttjk0nve8294uxelj2rzeazs,3EVm8GdgeswMYRvs5PReuWk7YNJd1MmUgf,302834,24656
18actMcKhN3UffPr2BrDLEcjA6a4z9RtEP,35dggSNTAGXbzUisHKLxNd4YHASc685ahA,2045400,26120
3M3f7mSwyULaecuRDETvABDDFzaRvC9AGb,3BCL2sbMPyYpMRuqhDsaFd75Xpaf9QQGjS,402434,30100
1DiMWmxQBcx1uT6iZx2ma92X9UyGXZKT4f,3DLmbkeXZuDWEBBQoCMGEEL9B2xwif48wQ,100400,26105
1DYzPjbkMz4E4X9LicgUSTAePhZvwbmtBX,33WA7S62ma7M6MK3sKzscNceSVwfkGkqaP,20160,26105
1KrMNiP1F4EpvSp7pr3MzVkanFpWBz2QwK,377HG2bD5e42qa9xV5fHVgG68hvLcM7Z27,36031,22117
3FVkVMSenLgpxanMHyPyzyMci4coHacWDX,39REQLdtExTFRDusmT4QTXtU9qv5eyVnHD,4402,43407
bc1qht2p2gtdwrspxyl9lz3jr8h6a4fqpacxc9659whpmcxvgelu9ndsz2xasu,bc1qj8j0y2xamj738g8cz50q2k47ga88qdj5dqqhvn,11495269,16731
bc1qqtwdfczm2x992eeyr5gl5ghy9qmjzzd5zvn8zl,bc1qnfcugus6td3mq2h2506sx8g64utwpw0zcy2w68,335050,24804
15Wj55xPzMtnGiEBxQqHPBzkk4ZunoT5mr,3FNDp3J8ws1kDN1ZZcgZBXzBTUPqwwBJbc,46040,22221
3BZdeQoz5WJHJfNvTeFbmLDrdSpg6BL769,bc1qgqhh0srnmlhzw2dk0fr9l6rdn2yyeaexr06x3u,1197155,40320
bc1qmnv63aelapyejuv77hphz0yv3puuarg7y6z45w,bc1qxv989pxfr2q5q4a0jjwgsl485ggw3vh7j0yv5r,8783934,40200
14X3oFg4hcdVRcYCCVMkSApJzjCweTaQZv,15QPhTwUKH4e6bfhHkuvGBf9LbymKaH1R2,11050,60414
bc1qmpr6vgnfhxa9e8pex65zpurt5m7rnnfkluuvka,bc1q0vfjanz9qkdu04pxepxqf3tdluscw58wu2pmy0,733380,16827
1J1T95sJDQcGLg7agMAGjzUY3GvTZkaFEU,14ZXXZb5aedLHoc627qSA2rHd8A5ZyuamC,130841,26292
1ERwr45u3mLx3PBBfgrJgPpxE5wAhQY4go,15kZnKqHERunQVrEAD94Az7QTgHzSf8eqe,564910,26292
1AGF6chUdxPzHrvYzczErxnHmY3pXAtPz1,3FwazBSPLLA6auvrcU4EKMgcQWpiqHEST2,207299,26058
13dhRsohB6xBDLnUXYrFFr2VqnawenSvgw,1DA4CinaZ31MS5GbbpkKYsyTavpftXG9Fi,114357,26058
33jbcJgyBkLCZrWjzDQ3diTfB2G4QakkX3,18yfWcUkHA4f7Waz6TYx6Yu6eFoCfABYqG,160503,19631
161LfQGfLPN23S7sixAiozZrv1eQNAR2GJ,3GiwcjVX95rfVum5zF2HLuMFfuvsYPToaz,955600,22195
1G47mSr3oANXMafVrR8UC4pzV7FEAzo3r9,1G47mSr3oANXMafVrR8UC4pzV7FEAzo3r9,18508475,26261
1AQX6YxMWgZJEdkLMC9oM87EUmE13n72di,32G5EAtfy8q9QgnD1hMeMjM6CqxS5RTMjV,37152,22154
19GrXWndWNPEukS916fpvmZeobmKbmNNgF,3Ay2Yupk4z6RWz7ZMXjA7WdsYawboatPYJ,55431,22148
19j9dejsymnmA1v3DKV8DPGeibNyCVtpbE,3HMgrpwoScdDz45vwV7otsosiqk3uAQtAa,179459,22148
14xkSh9JU5jLG494k2kmfuZSgzq35vkHRQ,1N1FB9v8EpcjyZLzJq1c472JQdvEaF7xg9,26451,25990
18vps3NXi23Phw4zDrNHSRiWp7Y9B15mAh,3G6LcaEVoCCYAUxvZRzcibwJpp4LrF37ph,50401,25990
1BjX5M9fKocCFeh49rS56V1Uj96vmxKHhJ,388BRucaAkcJFXfRqKZgQbndHoPTtY3tfu,14832,25990
18rg79ZMBqgXBrLGFN2vWkYcstM9pHFnHz,14NAFTqrGpqeZ4jQ5jzYsuGU5QggGB5L83,58242,25990
1PGSdwsTtnW2xy4iejcJ3UhZvBR3oTzg5M,3KYYqs2VDFTpqReUzBA44xnXocoapG6BQn,473323,25990
14k829KneexX9nLEacKK4mpfFcpZPtVB4h,3BiD3LE7tD8hn2Q6tTkx2bFDeWotDWHH6Q,67821,25990
bc1q02ztds2ng9hat5mnmmec59h8xsy4m3hwrxp22u,bc1qsl62kwuym9qy5nmdavm4a8cx6vgfj2v435xxtdhu3m9g9uc0vegqyw55px,3227028,27028
1BSWEj2s6YRG9D4YYoHPW22iHVv7wkgQkn,1NRZVjYqcqvswQT3477J5XXr2doKwxmHyE,1966105,73700
15d2QGrHHw8jtoD5sJuqqkYPS7AEZirLP8,372H3a5KF8jxaH5wNZmtTJ8qqTmmwhMchV,4326622,22002
1JgwjSfBrSdbtXnF1BsaUEBQE11EDJmdBB,3MHNuAkdCtALJPhmXTL9zECBa5BBTML4F2,261000,60414
1GmuUissw3BQj9LyKPhN3ACCWdLxgcYdeK,1DEzgWEBRi8Baeavdo4cDk2ZgHkqkdSCfV,402124,22348
1HFANnFnJ7KJ9YwPC5XN1zoSUjs94xiipu,1GNrBoQLW5hQpKnLdG9MZq8iYj7gokU3ox,31909,26058
1DVGpoMeUosbiwZB9BMFPJcH5DY1Gf1byY,1EEwn8MfYaL5Egg8PZ2L8vvRBWa9MbiuHD,178422,22216
bc1qzp0rqfn9egqvep4sc8rshwx3pp7z362zfczkep,bc1qg2hptlka7fagc5xxxvtmeuc0v86307mcgu37rx,103906,31400
1BfMAxuBVNbtStaerCyha59jj6ENSQJwjQ,1DT68ozbohszTCn1fX6ewRsXLDfSmpDSJv,423889,24408
15jw86Pbya9poLmFNFwZYhCx1Dv8Wo2uCx,1CCJq5dJPVDdBj36LjZnzYqCdrVuPCjcQR,6116,28024
1J6NWamLZtffPNCPhf1pJ3A63qGU5pDUMU,154gCJDFmaQAd1TfUDdvvsm7DvT1M72KWn,2187428,43010
1MMGuKj21HgcvZsNAaJHJ7KJjpmSDLE1zT,1K9oHKKbfkdhxgJw9N22oV54GvTmDBKAF3,352991,39286
1B5WKzRf18XcjCfu7KLcrURQbzFDdZCQLj,1Pm7hP1zD15Ru8M4AsWRtNnZwanhgiesFg,105352,43236
1G47mSr3oANXMafVrR8UC4pzV7FEAzo3r9,1G47mSr3oANXMafVrR8UC4pzV7FEAzo3r9,8150616655,26261
17mBVvq8WTNUigYUMJQ3znS7rjasrW1d3j,1JSN1ZuFDBwMo5FiwG7FRG8NtsKev5WvQo,793677,10809
1JSN1ZuFDBwMo5FiwG7FRG8NtsKev5WvQo,1PEDRqoY826TGEzsTcWraMQb6xiZp8AdcW,760000,33677
1Ho9krWQFJfCUxcGrjxocKEuxaMWG1XUbL,36a7zT6fRGAkmXh5QGeRYhBkznYocawHAW,107503,25990
1CG7hZwgZYvxUE8g6D873nzrFk4N5YESVA,397x7Q1gBfAV4BUBqERdYoRTqiaY7RZNVu,40163,25990
1J5XTG9Yhg8r9CEukpzxN91j1gunXeRZGv,3M4vR6mQ5BDzsVc8FnJheKpq7YKQhCfrFT,30763,25990
1BhWnE5hUDVy9nYWGEU7j2CuQTZD5dfGnr,33jbjDDzFsqAsxQSVoCqLP4DyKRzd2prNQ,518000,25990
12yaBFVFzzBifnBLXrLZGNBZXx4pf5Bnon,17smXrLCRHYaeUqocF8hoRcEUy14V4o5TC,60674,25538
17smXrLCRHYaeUqocF8hoRcEUy14V4o5TC,1KVM5UqEpSF86DxHJ71AZ2AfBLVeTbr3MN,1749,26668
31uqciJPbaHL9bjxHcWER1H1hJaeUNwuXP,bc1q000yp4wewd3s8hs25e8ncnj9wry4zd7m6vpvu7,302377728,29694
16KEWaRaZFVGz4H3iVgytZxW2cgrqexuaY,32r4jw1ss1xCdFvauyi9piT7eJc3fTQ6hX,21099,21922
1JKUgVDjcs5yDr8sUgfCTkohHpi48z3rWH,3QfQyvZUmt3gDdKhGSWfdxKtdZdXtfEbTc,366857,21922
1EQcDS3hCrsA83Yqck6T2bDXYEbqwjyiJ3,35A7woNrk6GQ2aF5a2ZpYY6sYEznkC3es3,176579,21922
18hs42ibzzARK5FHZNDf1yHyy27wtsPnFT,39qVvJ8sjaAkeiNHZcANaUj8AQM5nkJyAY,143016,21922
3DJQxRxWqo9XPyXxpQ3mYXGot8Fqf3wUGj,bc1qzx6zvnfya2j5gfxxfljhulaeuvs7ja2mzm236d,899975388,76838
bc1qzx6zvnfya2j5gfxxfljhulaeuvs7ja2mzm236d,bc1qf48evgngt80huuf57t63q869c59mp30k3mpe7hp29mx8fs235rlseqapwf,959061017,38571
16e4UWkHCcSQoecefm8sXrwC3R8PH6EMeh,12PRdMwyDvCdQ5QbTZ7utR8ac3sk3y5CTd,663756,56486
12rtSwG13cPtuf5E9ftphK1A7FMEgBMfs9,1NXwp5LDeBBJUXnEf7gJn5MFjfFh9WqZs5,3744058,9944
1HDR9B8HoVpNZz5GkroR2gZ1GYZeNAyTmD,1LTbcrTcp1YChBZDLnaVwHfJQSYYbSA4nb,2956448,59408
1JeeyQfUfcadv73h97ArPpPcc8A9CFnosE,1DUs8WV1hFF4P1ivyieji7NJNJXXv23hLL,4288716,27798
164aMXrEpCxMmk57nPCweyBjzTR2M8a9C8,1PQVF2C5TbzH6h5EubtPTVgEHik7jqQZnY,75670,22148
1FKhEQMfMSafs6Nt6knFHwZahCBtLrKGRA,1BuTB5qYpNVB2PpkheMYM58dViADrqExKc,2815030,22148
19QYmxak7VwfxY1EhkeFDgwanAnxcjryAQ,1A8uAjP4jdPcTThZPD9RphBv5mZqtfqK72,1408099,22148
14hvFDgBYQAFWXkHvGRSnLyMjPTh1uN3oh,3FW4LqqofvVrKwjc6MBnQcgPxfFnkzc9rx,12354768,52728
1Ek1S3rADat1KLiYiRd5n1r5rNBGhupu1h,116EugR3aENZqMmGugh3fnKQqMTmZs5B5p,2374991,39270
36vYzg3Zttam3qZ3LKtcs5qcqfNnFDoMU6,1FQh27acjKrhXsVSicqHQV6GDjH3b61S5b,200800,67854
1CHuMWvkLvH1LTjgvHjkakvA9npnh2YS3a,19DfPoN4gRm8DGvYeSG1N6zPicrPQzZTx,1005203,22500
19DfPoN4gRm8DGvYeSG1N6zPicrPQzZTx,1NqzrUvTPXPWSWYr5Xcmx57vty4Dx1VLTC,665884,63684
3G4SYNMuibTdXrmMyLT4ZKcH8G5hd2JCCV,bc1qzl092wu5cmchqa3sccn9sj0f6mfq8px3rz85u7pmtp3qgxa2xzws90wq03,368191,67531
3DXDkqtAF9rKTt5Jq8Hjki6y6oHsjL6ECR,35K5LNV8gfQY37MU6h4jU2A74SuGRwm5s9,3030000,120000
1GjAH3Hz26AwkX3TQ9XzgtH3LGaphTxWLN,137qbsRkh9xmLVAoyTQgh6LRQDMUdidAVD,181445,25990
16Zr49iHxJ46uonU76h29QokFs5Ex2ry3N,1QCN4nuJ9ogMqpAk5c7RV2K1PsXDSB4MzW,283221,25990
1Ly9F5NMAwhoHMebaDxh1qt94w5EehXzL7,1H46DHRD2bFELSAxLTtZBw3QPBtc5Qu1rN,90722,25990
1LVZkEy1a59cEDdooStNdoEHcTHY9nMGfY,1M4V5ZNBfHvvoiMwiMVZwKk8SA2oncUeh2,12411,25990
1JX4oqJFfAeyKt7xwKkieu3TuMFFgate2N,1Aj1T7QNEPeUMVRM15KZjFaD1qmfn43pKa,602458,25990
3PNCKUCfE4DVEeYhFUhqZgaiETxWKcovLG,1Jo877AoWP5qyhwqG53MmX8z9UVs8ArsAE,986520,15140
1Jo877AoWP5qyhwqG53MmX8z9UVs8ArsAE,1JcjCuNcVTTimhb17qW9ytABpXcVaLKhM3,357394,26668
1Ay3SHh2s3eBVehBSVT2pAQvSVsvmChQqR,1Jj9rW4GGC7kgeEGgsTdCDoRqkcTKzdf5c,26087,60030
1NzEEREQgh3uppvZwf2k4KZDxC7meyd1QJ,3DHfcdLNUwVuqXLoBm8e8ynLrWT1eeC7d6,2851256,21934
1KufmC3v8n6Jzad9wauZpGty5AutXH9sAk,13FNkYzvkwvt9eGQzLHBdV7zhR13zquSD7,700713,39126
16wT7WAhpbMaW9tWC4PBTzyYM2xZwGhLPT,1L418uqXSTE38V587NBGhgRgZG2eeSoECe,375720,22156
15SpmdGkkwtZSoqgvr5KoBWTnF8HxieHs1,3Gz66PTUD3ZutbetmxiTDsJcnhtTxmkLjw,930026,21922
3515VvVHGJQPDjfKp1oxpgs8RWgUZJ4Kv6,1KQ2oqahrYp7qwk2qgjAi7gcojUfV7BUuk,180734,18304
3515VvVHGJQPDjfKp1oxpgs8RWgUZJ4Kv6,1FcRW2tbaZc3A53o3rFg9YkSzbdghecPMw,3629315,13520
3515VvVHGJQPDjfKp1oxpgs8RWgUZJ4Kv6,37nqavTmWcfjx6Uk6i8zWHvDtJaWFN4jh6,219477,29664
3515VvVHGJQPDjfKp1oxpgs8RWgUZJ4Kv6,1PXhPeouCqqJ5AY65VyJACHMLAYqXPSSJS,455551,49155
1FcRW2tbaZc3A53o3rFg9YkSzbdghecPMw,1KSd1cCGuFein7JTnZ74YeJgUKvnAPqHgN,3606489,22826
1Gpu7XHX1Cz2zkcrpZRFcquJPUXDU8ENm9,15TRYFuC7xsHmcHUoeWzpLdmrkupk8knrg,76130,22148
1KUiWBbDzZFc3FB4GQbSrQhKnWLf4u8ARL,1MUMsfpL9mowPFbMwFxQeGkzRmJxzkADzV,1673102,22148
1PWF7dBp26oddb5LgYy3p34EXz2mz1TxEz,18uMucg6m78xZQT3AzaLNoRYENMpXDKPeL,426568,196190
1ARtULyM9e8N7dha8nRUSSUqy4FuBQCxWE,166CghQznWhEGmSsbbJT9Kdku3LYEu5U6B,1725033,15975
166CghQznWhEGmSsbbJT9Kdku3LYEu5U6B,34cdCGRhiVoSukxndQcwGnLVm1MAEJCFR3,537352,35903
33hEW2RgVJxSQfzsxgRAiAbCioExQuBF1h,19k93gCnvvcJpikQUGbixhh5SCL2eEq9n4,890000,120000
1NdLUsjJdTLXrJ6BTy6URHp5XP8ug1WwxC,1Q1HdCXqy3HtH5JuMGBpip7iko5JZvAmPB,899309,23278
18jX2FMupjnteVonZyBKvij5Yf6o32ZWE6,1AmrfGSbkwKNSTFeRJfN4sDE1iT59UKEFB,850779,28575
18qGB1aWCaN7DP4b6z7X2YVaMCb8AZYA1a,1DzFWNPsxCf8AKsPD6aCx4kyoGKv71VRV9,44907,25651
